word,first appearance,num months,term frequency,relative term frequency
factor-kappab,1996-2,164,5944,5.164008663197925e-06
factorial,1971-3,420,8670,4.993945339518362e-06
famotidine,1983-11,277,3034,1.887049725624307e-06
fas-associated,1995-8,153,728,6.175021199343984e-07
fas-induced,1993-7,176,1093,8.506756305183062e-07
fas-mediated,1993-8,185,2943,2.2971181503074513e-06
fascicularis,1972-6,406,2092,1.2057420840865072e-06
fasciitis,1975-4,381,4066,2.3508662460495548e-06
fasciocutaneous,1981-4,283,1374,8.310845620630264e-07
fasl,1994-3,184,10669,8.517155799018287e-06
fbs,1975-2,368,5500,3.1766423993346843e-06
fcepsilonri,1995-12,158,1793,1.5447042244288552e-06
fcgammari,1995-11,147,881,7.560903136989275e-07
fcgammariia,1996-4,139,946,8.287101592323909e-07
fdg,1979-11,305,13926,8.321755266546309e-06
fe2+,1975-1,413,5220,3.013397085454808e-06
featured,1975-2,343,2249,1.2989579556552192e-06
febs,1975-1,386,1819,1.050070746828026e-06
fee-for-service,1975-1,342,2075,1.1978542054250435e-06
felodipine,1983-4,288,2943,1.8162989132259694e-06
femoris,1970-12,417,5173,2.979338609843185e-06
fenoterol,1975-2,339,2079,1.2007708269485107e-06
ferromagnet,1999-9,103,327,3.517009804965157e-07
fetoplacental,1974-6,355,1173,6.768632630016796e-07
fev1,1975-1,418,25216,1.4556670671806215e-05
fevers,1970-12,380,1972,1.1357540573382487e-06
fg,1973-9,383,7910,4.562151045658949e-06
fgf,1975-7,367,13009,7.533777884835528e-06
fgf8,1995-2,157,1808,1.4997853913284507e-06
fgfr1,1992-1,197,2306,1.7047929590164135e-06
fgfr2,1992-1,193,1684,1.2449572172522291e-06
fgfr3,1991-12,178,2128,1.5688118089183088e-06
fgfs,1985-8,257,1913,1.221462056304427e-06
fhit,1996-2,162,3736,3.245749725051724e-06
fhr,1975-2,365,3409,1.9689407162421707e-06
fiberoptic,1974-8,418,5932,3.4233415012826507e-06
fibreoptic,1971-9,374,1854,1.068136013156002e-06
fibrillary,1970-2,409,9071,5.222465498315101e-06
fibrillin-1,1993-11,165,1098,8.652246688394344e-07
fibromuscular,1973-5,400,2047,1.1804141361610705e-06
fibromyalgia,1981-8,279,5294,3.211959708068343e-06
fibronectin,1976-9,390,44804,2.616309065040659e-05
fibronectin-coated,1980-8,296,902,5.422478843845608e-07
fibrosing,1972-8,379,2048,1.1804920509097826e-06
fibrotic,1974-7,418,10184,5.876834179481081e-06
fibrovascular,1975-1,343,1542,8.90164426392972e-07
fibular,1974-10,380,3336,1.9254257000212384e-06
figo,1975-3,353,3719,2.1490653226907944e-06
filgrastim,1991-8,196,1950,1.42309333763054e-06
filler,1975-2,361,3709,2.1422121198422447e-06
fillings,1975-3,373,2725,1.5746714182125341e-06
filopodia,1971-3,385,3254,1.8743135103567187e-06
finasteride,1989-11,221,3303,2.29449181238974e-06
fine-needle,1975-1,389,7572,4.371157611314906e-06
fingertip,1975-8,335,2166,1.2550689590106796e-06
fio2,1975-1,399,5620,3.2443087395126477e-06
first-line,1975-6,360,15340,8.878439355477347e-06
first-pass,1975-2,404,4162,2.4038519392783556e-06
first-trimester,1975-5,364,2968,1.716895704824719e-06
first-year,1975-4,383,2670,1.543731647061562e-06
fk506,1987-9,247,8598,5.69227761328488e-06
fkbp,1989-10,201,964,6.681717299575552e-07
fkbp12,1992-3,192,1737,1.290825609250626e-06
flag-tagged,1996-5,150,526,4.627420420856638e-07
flank,1970-6,418,7154,4.119361100935772e-06
flanked,1972-7,391,6959,4.01106448362485e-06
flanking,1971-2,397,24146,1.3907683419336663e-05
flavopiridol,1996-4,134,1378,1.2071486251820663e-06
flexed,1970-4,392,2569,1.4791544431186913e-06
flexors,1972-4,388,3094,1.7831020182052296e-06
flick,1975-1,355,1731,9.992701829353013e-07
flk-1,1991-10,193,2514,1.8439295708181237e-06
flow-rate,1975-2,351,1873,1.0817911298097934e-06
flowmetry,1976-3,344,4374,2.5449206095375543e-06
flt-1,1993-8,183,2509,1.9583654227391763e-06
fluconazole,1985-11,274,11102,7.11737724097333e-06
fludarabine,1985-9,242,3951,2.5259878727801725e-06
fluency,1975-3,366,5675,3.279361577378397e-06
fluid-attenuated,1992-11,167,791,6.011188673354439e-07
fluid-phase,1972-6,363,1702,9.809622500550837e-07
flumazenil,1987-5,267,4075,2.681299076993159e-06
flunitrazepam,1975-4,385,3631,2.0993594046743563e-06
fluo-3,1989-5,235,1431,9.81393908566329e-07
fluo-4,1999-11,103,321,3.496479803497748e-07
fluorescence-activated,1975-2,386,4153,2.3986537971703536e-06
fluoro-gold,1986-7,245,894,5.796505001070201e-07
fluorodeoxyglucose,1982-7,289,2272,1.3907966925547106e-06
fluorogold,1987-7,235,881,5.81515238865249e-07
fluorophore,1971-9,392,4357,2.5101772434307987e-06
fluoroquinolone,1984-8,271,3765,2.3671270833839925e-06
fluoroquinolones,1985-6,274,6185,3.938888558599656e-06
fluoxetine,1976-2,383,13372,7.775757612716019e-06
fluphenazine,1974-4,366,1635,9.433499396175551e-07
flurbiprofen,1975-6,354,2760,1.5974245515721953e-06
fluticasone,1990-8,205,3651,2.588576214280328e-06
fluvastatin,1990-7,191,3297,2.3325250151953003e-06
fmlp,1977-5,356,9703,5.695310470265167e-06
fmol,1973-1,412,19862,1.1451372180158768e-05
fmr1,1992-4,198,2216,1.6512337733365139e-06
fmri,1993-8,184,17157,1.3391660246287782e-05
follistatin,1987-11,235,3033,2.014474138154115e-06
follow-ups,1975-2,385,2943,1.6997924693167229e-06
followed-up,1975-1,408,5743,3.3153140731354337e-06
fontan,1975-3,340,4688,2.7090127003964624e-06
footprinting,1978-9,321,6148,3.6408813311593712e-06
foreskin,1972-4,397,2430,1.4004324189523944e-06
forkhead,1993-2,177,2436,1.8672107861978934e-06
form-36,1994-8,159,1400,1.1366907689548882e-06
fornix,1971-10,402,2457,1.4155997878642193e-06
forskolin,1980-12,336,22340,1.3470080139813691e-05
forskolin-induced,1982-12,284,1220,7.499928211240436e-07
forskolin-stimulated,1982-8,318,2799,1.7148039742054297e-06
fos-like,1988-4,216,1264,8.463738858515629e-07
fosb,1989-8,203,1037,7.156854763717095e-07
fplc,1983-9,300,1633,1.013265648429005e-06
fractalkine,1997-11,129,1380,1.3169326096124451e-06
frataxin,1996-3,137,1061,9.255523489019499e-07
frc,1972-9,413,5043,2.9069688382935944e-06
freeze-fracture,1972-2,421,3227,1.8595795028816829e-06
french-american-british,1980-3,295,843,5.0506833800486e-07
frtl-5,1983-10,262,1852,1.1505114397327952e-06
fumonisin,1988-7,222,2281,1.5352085861118883e-06
function-associated,1981-7,295,1465,8.881865832871296e-07
functionality,1973-8,380,11868,6.8446653219456155e-06
fundoplication,1974-10,389,6028,3.47915651070984e-06
fura,1975-6,339,3589,2.077230694055293e-06
fura-2,1985-4,284,7339,4.661720916370875e-06
fura-2-loaded,1986-5,246,819,5.295048829485621e-07
furiosus,1989-3,206,1216,8.303725045045933e-07
fused-silica,1980-7,286,1561,9.377950538063516e-07
fvc,1975-2,412,10982,6.3428885144533646e-06
fviii,1976-2,330,7927,4.609514702064006e-06
g-banding,1973-3,373,1372,7.910974688184926e-07
g-csf,1980-12,297,23190,1.3982594379690219e-05
g-protein-coupled,1988-5,244,5366,3.599301299285254e-06
g-proteins,1980-2,288,4723,2.827838924031658e-06
g0,1975-3,409,7048,4.072764827729153e-06
g20210a,1997-8,138,1471,1.3834174020069355e-06
g418,1980-9,316,2066,1.2428509361307254e-06
g93a,1996-1,143,1156,1.0004189167672534e-06
gabaa,1982-4,319,10996,6.713686507821531e-06
gabab,1982-4,305,4175,2.5490761340628315e-06
gabaergic,1976-10,385,17144,1.0017735739666695e-05
gad65,1991-2,210,2557,1.8389755456030978e-06
gad67,1991-2,204,1662,1.1952981450106957e-06
gadolinium-enhanced,1986-12,238,2202,1.437939050151925e-06
gadopentetate,1989-1,231,1459,9.92279494242963e-07
galanin,1983-11,288,8501,5.287346643880104e-06
galectin,1994-10,157,872,7.129258228781365e-07
galectin-1,1994-7,166,1692,1.3693996212219605e-06
galectin-3,1994-5,177,3231,2.5970076019693333e-06
galectins,1994-10,156,792,6.475197840819771e-07
galnac,1973-8,367,3876,2.2354164802714197e-06
galphaq,1995-11,147,971,8.333299598202708e-07
games,1975-2,361,3902,2.2536833894916254e-06
gametes,1970-7,415,3747,2.1576343767175242e-06
gamma-gt,1974-12,348,1871,1.0800091420147447e-06
gamma-interferon,1981-2,319,2470,1.491662056902488e-06
gamma-secretase,1994-10,156,3535,2.8901293393052896e-06
ganciclovir,1986-11,272,7053,4.599080779970427e-06
garinii,1992-7,185,891,6.695412429271206e-07
gastroenterology,1975-3,358,3111,1.7977257915813556e-06
gata-1,1990-11,223,2972,2.1221692629122624e-06
gata-2,1991-8,178,1132,8.261239272809084e-07
gata-4,1993-4,168,1336,1.0302196774740609e-06
gatifloxacin,1997-11,135,2335,2.2282881474239563e-06
gating,1970-3,414,17534,1.009521110602374e-05
gbetagamma,1996-2,163,1857,1.6133183189028512e-06
gbm,1970-2,399,8663,4.987566818642236e-06
gbs,1975-8,371,11714,6.787570538250739e-06
gbv-c,1995-10,146,3104,2.653079589655975e-06
gc-ms,1975-1,393,9349,5.396982634466859e-06
gcn4,1984-7,254,1563,9.815427769799957e-07
gd-dtpa,1984-3,290,4140,2.58709749290431e-06
gd1a,1975-1,350,1707,9.85415483691831e-07
gd3,1975-7,339,2840,1.6447020672559688e-06
gdnf,1993-5,186,7923,6.128657593081451e-06
ge,1971-12,376,10145,5.845566413645391e-06
gel-shift,1987-10,223,867,5.749026037572997e-07
gelation,1972-10,390,3379,1.9478736670360094e-06
gelsolin,1980-10,301,3507,2.1113021633208077e-06
gemcitabine,1990-7,204,12625,8.931795061219492e-06
gemifloxacin,1999-9,102,875,9.410958958240099e-07
genbank,1984-1,269,6223,3.879803582758389e-06
gene-related,1978-2,319,7687,4.5339313827310255e-06
genechip,1998-7,113,1401,1.3928324527822044e-06
generalised,1974-9,419,5203,3.002796479602667e-06
generalizability,1975-1,344,2474,1.4281885803477386e-06
generalize,1973-9,377,2730,1.5745477060238848e-06
genet,1975-3,346,2340,1.3521949059146164e-06
genomewide,1994-3,157,1410,1.1256153038350159e-06
genomics,1989-5,211,8285,5.6819346837680195e-06
genotoxic,1975-2,361,12740,7.358258939549796e-06
genotoxicity,1979-4,345,6617,3.936004827639297e-06
ger,1975-6,338,4552,2.634592956071244e-06
germ-cell,1975-3,341,1509,8.719923559936566e-07
germline,1976-3,340,15757,9.167881583100878e-06
gf,1972-6,389,5432,3.1307796370735694e-06
gf109203x,1991-10,187,1211,8.88225421742541e-07
gfap,1978-1,346,12272,7.234442495002973e-06
gfp-tagged,1996-1,148,893,7.728149590598247e-07
gg,1975-2,347,7586,4.38145622570053e-06
ggt,1972-9,379,7730,4.45585348403916e-06
gh3,1975-5,368,3254,1.8823378111521684e-06
ghrelin,1999-12,114,16017,1.7550248060215743e-05
ghrh,1984-9,296,9776,6.153751310306508e-06
gi,1975-2,415,32418,1.8723707873023964e-05
gingiva,1975-1,415,5299,3.0590021371312315e-06
gingivalis,1979-3,333,10874,6.4640317545768e-06
gingivitis,1974-10,409,4893,2.824073126559928e-06
gip,1974-8,383,5293,3.0545762923616097e-06
girdle,1970-9,379,2290,1.3187401099746557e-06
girk,1994-10,148,1232,1.0072529974608534e-06
gla,1976-7,336,4505,2.627502604005265e-06
glatiramer,1997-11,126,689,6.575120058137498e-07
glibenclamide,1971-7,384,9705,5.5908856739985995e-06
glioblastomas,1974-12,362,3630,2.095367816950039e-06
gliosis,1970-2,406,4383,2.523433610309237e-06
gln,1970-3,385,9242,5.3210870903314365e-06
globally,1974-8,362,7459,4.304569160159691e-06
glomerulopathy,1975-1,366,1963,1.1331989422888484e-06
glottic,1972-8,380,3418,1.970176674809393e-06
glt-1,1994-3,155,1193,9.523823102660809e-07
glucocorticoid-induced,1975-2,341,2046,1.1817109725525027e-06
glur1,1990-8,221,2748,1.948344956681003e-06
glur2,1990-8,216,3162,2.2418729086700624e-06
glut-1,1990-1,227,2417,1.6866600054598935e-06
glut-4,1989-7,206,1916,1.3196823990073783e-06
glut1,1990-3,236,5435,3.8094952547476206e-06
glut2,1990-3,214,1659,1.1628247704924198e-06
glut4,1989-8,238,8876,6.125770769792955e-06
glutamatergic,1978-4,335,10984,6.48582179603862e-06
glutathione-s-transferase,1976-12,329,3122,1.826609753672489e-06
glycaemia,1975-4,338,1692,9.782748864524954e-07
glycaemic,1975-6,356,6110,3.5363275398935194e-06
glycans,1975-5,349,5977,3.457508634682394e-06
glycated,1984-1,299,5630,3.5100906589956176e-06
glycation,1984-3,291,7772,4.856744375568188e-06
glycemia,1973-5,391,3871,2.2322340601267728e-06
glycocalyx,1972-1,376,2091,1.2048984616248856e-06
glycoconjugate,1976-11,337,1605,9.384432494821992e-07
glycoconjugates,1975-12,375,4644,2.6972219257107614e-06
glycoforms,1987-5,224,1405,9.244724424970278e-07
glycophorin,1974-12,391,3140,1.8125220234774443e-06
glycosylase,1978-5,345,3669,2.1677549286797463e-06
glycosylated,1970-7,422,17446,1.00459272314422e-05
glycosylation,1970-4,427,24502,1.4107529063952578e-05
glycosylphosphatidylinositol,1987-9,250,1906,1.2618610294162573e-06
gm-csf,1977-3,346,30498,1.78776377097996e-05
gm1,1975-1,415,8864,5.117002253921728e-06
gm2,1972-3,384,2918,1.6815911763870512e-06
gm3,1972-3,385,3620,2.0861412126528873e-06
gnrh,1975-4,407,42756,2.4720520712271215e-05
goldmann,1975-1,338,2030,1.1718766443435366e-06
gonadotrophs,1973-1,359,1559,8.988364328299023e-07
gonadotropin-releasing,1975-4,399,5161,2.9839696743388467e-06
gonorrhoea,1972-1,375,2506,1.4440342156059125e-06
gordonii,1990-5,207,1244,8.760223347894022e-07
gp120,1980-9,289,11340,6.821843957271261e-06
gp41,1985-9,278,4570,2.9217323661365195e-06
gpc,1974-1,355,3144,1.8137031911336363e-06
gpcrs,1992-9,175,4915,3.7133351922170944e-06
gpi,1975-1,362,9496,5.481842667333115e-06
gpi-anchored,1988-6,235,1998,1.3423470012992891e-06
gpib,1981-9,286,2481,1.5063811946757219e-06
gpp,1974-8,368,2837,1.6372251920328523e-06
gps,1975-3,351,19562,1.1304118269017832e-05
gradient-echo,1986-12,258,2710,1.7696706748009612e-06
graduation,1974-5,381,2171,1.2526755268220114e-06
granisetron,1989-1,223,2460,1.6730689210676417e-06
granulocyte-colony,1985-5,246,992,6.309423006102789e-07
granulocyte-macrophage,1971-10,395,9643,5.555811458841948e-06
granulopoiesis,1975-1,362,1230,7.100533362278571e-07
granulosus,1973-3,371,2377,1.3705821307445748e-06
granzyme,1986-11,246,4191,2.732843832249548e-06
gravidity,1975-1,338,1071,6.182659537398658e-07
grb2,1992-2,202,4006,2.9689961282319064e-06
grief,1975-1,364,3483,2.0106632277086394e-06
grk2,1994-1,163,1828,1.449973188068272e-06
grp78,1986-1,246,2741,1.7622548161083627e-06
gsalpha,1996-1,137,827,7.156976160610023e-07
gsh-px,1975-4,340,4456,2.576355138316974e-06
gsk-3beta,1996-4,146,3542,3.1028450148003472e-06
gsk3beta,1996-5,132,2074,1.8245760366647658e-06
gst,1976-11,337,19962,1.1671778284214118e-05
gstm1,1992-11,195,4738,3.6006336200193842e-06
gsts,1983-12,275,3039,1.892304648497802e-06
gstt1,1994-5,169,3034,2.4386632820721008e-06
gtpase-activating,1985-11,244,1765,1.1315232237721067e-06
guarantees,1974-7,363,1441,8.315512620416572e-07
gvhd,1975-8,389,25212,1.4608863617071678e-05
gvia,1984-10,257,1826,1.150896560332846e-06
gy,1971-12,404,61037,3.516962416852378e-05
gynaecology,1973-3,382,2584,1.4899386730517382e-06
gyrase,1976-11,363,3614,2.113105235905712e-06
gö6976,1997-2,125,483,4.418840040510096e-07
h-2b,1974-6,378,2990,1.7253377292199677e-06
h-2d,1972-6,409,3462,1.995353295940482e-06
h-2k,1972-6,412,3475,2.0028459570748623e-06
h-89,1990-3,206,1805,1.2651589576484737e-06
h-ras,1983-9,296,4275,2.652609091876299e-06
h1-receptor,1975-1,351,1460,8.428275373111149e-07
h1n1,1973-1,367,3274,1.8876141636209753e-06
h2-receptor,1975-1,390,3353,1.9356169401398415e-06
h2a,1975-5,402,4464,2.5822851840759927e-06
h2b,1975-7,407,3909,2.2637818242618246e-06
h2o2,1971-12,420,36172,2.0842368488356935e-05
h3,1970-2,420,15892,9.149533866081312e-06
h3n2,1973-12,411,3366,1.9416571494268693e-06
h5,1975-2,380,2970,1.7153868956407295e-06
h63d,1997-4,146,1375,1.2694392486526803e-06
ha-ras,1982-11,280,2584,1.5871549008529578e-06
haart,1997-5,144,15173,1.4074994362140555e-05
habitus,1975-2,345,1070,6.180013395069296e-07
haematomas,1975-2,367,1453,8.392111647696903e-07
half-maximum,1970-3,394,1517,8.734136676079624e-07
hallmark,1975-1,395,9790,5.651562733065627e-06
hand-assisted,1997-9,130,1135,1.0724506783429125e-06
hand-held,1975-5,362,2800,1.6197129290799236e-06
hanging,1975-1,358,2429,1.4022110192662317e-06
hantavirus,1985-7,246,2142,1.3659714216917937e-06
haplotype,1970-4,425,31633,1.8213348578892005e-05
haplotypes,1972-6,422,25264,1.456112237684585e-05
hat,1973-9,385,4473,2.5798358567929807e-06
hav,1975-3,362,6237,3.6041194992262663e-06
hb-egf,1991-2,195,3070,2.2079213629258937e-06
hba1c,1977-5,351,13635,8.003252423174847e-06
hbcag,1975-2,340,2397,1.3844385147645889e-06
hbeag,1976-1,378,7391,4.2953691642475114e-06
hbs,1973-5,416,4758,2.743727630607901e-06
hbsag,1975-1,419,20704,1.1951987214033784e-05
hbsag-positive,1975-1,378,1551,8.953599386092734e-07
hbv,1975-2,405,53908,3.1135716084242574e-05
hbv-dna,1981-6,290,2766,1.6756308007562264e-06
hcc,1972-2,372,49641,2.860594549195836e-05
hcmv,1976-10,335,11808,6.899756393722837e-06
hco3,1970-3,408,3424,1.971370071120411e-06
hct,1972-4,396,9132,5.262859609001343e-06
hcv-positive,1991-8,195,1143,8.34151633288055e-07
hcv-related,1990-8,193,1202,8.522236673692015e-07
hcv-rna,1990-12,220,3535,2.529945329312803e-06
hdac1,1997-5,140,1692,1.5695571383867276e-06
hdacs,1998-1,128,1785,1.7204850237547367e-06
hdl-c,1977-2,354,13830,8.101902915906143e-06
hdl-cholesterol,1976-1,381,7078,4.1134654234263135e-06
headgroup,1975-9,336,2657,1.540406706306752e-06
health-care,1975-2,387,8484,4.900115293810084e-06
healthcare,1978-5,307,38321,2.2641192865068563e-05
hearing-impaired,1975-3,381,2551,1.4741235918752935e-06
heifer,1974-8,363,1728,9.97224226941406e-07
hek-293,1992-1,198,2065,1.5266250912267537e-06
hek293,1990-5,192,5340,3.76041741782589e-06
helicobacter,1989-12,241,22141,1.5414100881864374e-05
helicoverpa,1991-10,178,861,6.315128721059684e-07
helix-turn-helix,1983-11,266,1401,8.71376620171277e-07
helminths,1973-3,396,2681,1.545869033456544e-06
helplessness,1973-10,381,2162,1.247010408623422e-06
hematogenous,1971-12,410,3094,1.7827681107756374e-06
hematology,1971-7,402,3911,2.2530606770745517e-06
hemifield,1975-1,346,2101,1.2128634629388031e-06
hemithorax,1975-3,337,1008,5.824839594709118e-07
hemofiltration,1977-11,333,2267,1.334957958128393e-06
henselae,1992-2,195,2126,1.5756579552224246e-06
heparin-binding,1978-1,325,4253,2.507177634554078e-06
heparin-sepharose,1975-2,342,1681,9.708974315057462e-07
heparinization,1970-7,388,1641,9.449367526537115e-07
hepatoblastoma,1975-4,337,2148,1.241923437411324e-06
hepatocarcinogenesis,1972-6,372,4184,2.4114841681730144e-06
hepatotoxicity,1974-12,411,9649,5.56975318615728e-06
hepg2,1981-9,312,16092,9.770530505732252e-06
her2,1987-7,228,10293,6.794025373030656e-06
herbal,1975-1,337,11369,6.563086487458949e-06
herceptin,1999-2,125,1187,1.2257616869439989e-06
heregulin,1992-5,171,734,5.485050294776355e-07
herg,1995-3,170,4173,3.474209321576185e-06
heritabilities,1975-2,338,1874,1.082368701155127e-06
heterodimer,1975-6,354,11193,6.478251089038979e-06
heterodimerization,1989-7,231,2144,1.4767218494111792e-06
heterodimerize,1990-3,195,495,3.469549496044291e-07
heterodimers,1976-1,340,7671,4.458094555397464e-06
hg2+,1975-2,396,2532,1.462410646384622e-06
hgcl2,1974-2,390,3059,1.7647593141461094e-06
hhv-6,1988-5,251,5751,3.857544124522828e-06
hhv-8,1995-12,164,4580,3.945758699321894e-06
hhv8,1996-3,136,1023,8.924034429092317e-07
hif-1,1993-5,168,5595,4.327885805034799e-06
hif-1alpha,1996-4,156,10530,9.224437607523337e-06
high-mannose,1979-5,328,1279,7.612945462456294e-07
high-molecular,1975-1,354,1037,5.986384631449494e-07
highlighted,1972-5,415,18421,1.0616668366557357e-05
hilus,1971-5,396,2561,1.475246735088449e-06
